id,municipio,uf,nome_feira,categoria,dia_semana,horario_inicio,horario_fim,endereco,numero,bairro,referencia,subprefeitura,quantidade_feirantes,codigo_oficial,fonte_nome,fonte_url,status_validacao,observacoes
sao-paulo-58300f9b,São Paulo,SP,PQ JABAQUARA - RUA BONIFACIO DE ABREU,Tradicional,Sábado,08:00,14:00,RUA BONIFACIO DE ABREU,50,PQ JABAQUARA,PROXIMO AV PEDRO BUENO,SANTO AMARO,9,70165,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-edf52c6c,São Paulo,SP,PQ NOVO MUNDO - AL SUB TENENTE FRANCISCO HIERRO,Tradicional,Sábado,08:00,14:00,AL SUB TENENTE FRANCISCO HIERRO,300,PQ NOVO MUNDO,SEBASTIAO GARCIA,V MARIA / VILA GUILHERME,119,70475,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-7f1c0673,São Paulo,SP,PQ RESIDENCIAL - AV VER JOSE GOMES MORAES NETO,Tradicional,Sábado,08:00,14:00,AV VER JOSE GOMES MORAES NETO,100,PQ RESIDENCIAL,ES CANAL COCAIA E FELINTO MIL.,CAPELA DO SOCORRO,67,71358,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-30ad5600,São Paulo,SP,PQ SAO RAFAEL - RUA JOAO DO CANTO E MELO,Tradicional,Sábado,08:00,14:00,RUA JOAO DO CANTO E MELO,671,PQ SAO RAFAEL,TV AV BARONEZA DE MURITIBA,SAO MATEUS,114,70661,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-c32cdc45,São Paulo,SP,PQ SAVOY CITY - RUA DR CELSO PACHECO BETIM,Tradicional,Sábado,08:00,14:00,RUA DR CELSO PACHECO BETIM,100,PQ SAVOY CITY,-,ITAQUERA,13,72109,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-b57fba95,São Paulo,SP,RECANTO DOS HUMILDES - RUA RECANTO DOS HUMILDES,Tradicional,Sábado,08:00,14:00,RUA RECANTO DOS HUMILDES,S/N,RECANTO DOS HUMILDES,-,PERUS,44,72257,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-7f1b5374,São Paulo,SP,REPUBLICA - RUA BENTO FREITAS,Tradicional,Sábado,08:00,14:00,RUA BENTO FREITAS,50,REPUBLICA,ALTURA DO N QUATRO DOIS ZERO,SE,8,72079,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-896352df,São Paulo,SP,RIO PEQUENO - RUA JOSE ALVES DA CUNHA LIMA,Tradicional,Sábado,08:00,14:00,RUA JOSE ALVES DA CUNHA LIMA,172,RIO PEQUENO,TV AV CORIFEU DE A MARQUES,BUTANTA,43,70823,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-7cd729fc,São Paulo,SP,RODRIGUES ALVES - RUA CRUZ DE MALTA,Tradicional,Sábado,08:00,14:00,RUA CRUZ DE MALTA,300,RODRIGUES ALVES,RUA ELVIRA DE BORTOLE,SANTANA / TUCURUVI,94,70548,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-5bdee17a,São Paulo,SP,SACOMA - RUA AMERICO SAMARONE,Tradicional,Sábado,08:00,14:00,RUA AMERICO SAMARONE,300,SACOMA,TV RUA REGINO ARAGAO,IPIRANGA,95,70238,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-b2900f34,São Paulo,SP,SACOMA - RUA CANCAO DO EXILIO,Tradicional,Sábado,08:00,14:00,RUA CANCAO DO EXILIO,65,SACOMA,-,IPIRANGA,18,72192,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-fda059d0,São Paulo,SP,SANTANA - RUA PEDRO RIBEIRO,Tradicional,Sábado,08:00,14:00,RUA PEDRO RIBEIRO,100,SANTANA,E RUA VIRI,SANTANA / TUCURUVI,40,70211,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-2153fc54,São Paulo,SP,SANTO AMARO - PÇ FLORIANO PEIXOTO,Tradicional,Sábado,08:00,14:00,PÇ FLORIANO PEIXOTO,80,SANTO AMARO,ESQUINA COM A RUA TIAGO LUIZ,SANTO AMARO,17,72931,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-bc14bc0c,São Paulo,SP,SAO FRANCISCO - RUA JOAO JOSE DE QUEIROZ,Tradicional,Sábado,08:00,14:00,RUA JOAO JOSE DE QUEIROZ,595,SAO FRANCISCO,ES VELHA MOGI DAS CRUZES 2632,ERMELINO MATARAZZO,129,70572,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-0211d4c5,São Paulo,SP,SAO LUIS - RUA JOSE RODRIGUES MACIEL,Tradicional,Sábado,08:00,14:00,RUA JOSE RODRIGUES MACIEL,33,SAO LUIS,CENTRO EMPRESARIAL SANTO AMARO,M BOI MIRIM,5,74004,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-97f92096,São Paulo,SP,SAO MATEUS - AV MATEO BEI,Tradicional,Sábado,08:00,14:00,AV MATEO BEI,1900,SAO MATEUS,RUA DOUTOR EDMUR WHITAKER,SAO MATEUS,4,72702,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-6ff2f8fe,São Paulo,SP,SAO MATEUS - RUA CACHOEIRA DE MINAS,Noturna,Sábado,16:00,21:00,RUA CACHOEIRA DE MINAS,10,SAO MATEUS,-,SAO MATEUS,1,72567,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-6bc54dfa,São Paulo,SP,SAO MIGUEL PAULISTA - RUA DANIEL BERNARDO,Tradicional,Sábado,08:00,14:00,RUA DANIEL BERNARDO,181,SAO MIGUEL PAULISTA,AVENIDA NORDESTINA,SAO MIGUEL PAULISTA,2,79308,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-8f896ad9,São Paulo,SP,SAPOPEMBA - RUA ADUTORA DO RIO CLARO,Tradicional,Sábado,08:00,14:00,RUA ADUTORA DO RIO CLARO,413,SAPOPEMBA,VILA BELEM E VL PRUDENTE,SAPOPEMBA,80,70297,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-bb2ac509,São Paulo,SP,SAPOPEMBA - RUA FELICI TOSI,Tradicional,Sábado,08:00,14:00,RUA FELICI TOSI,100,SAPOPEMBA,CONJUNTO DA COHAB,SAPOPEMBA,59,71331,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-e46bdb0f,São Paulo,SP,STA ETELVINA COHAB - AV NASCER DO SOL,Tradicional,Sábado,08:00,14:00,AV NASCER DO SOL,100,STA ETELVINA COHAB,-,CIDADE TIRADENTES,30,71927,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-f284420b,São Paulo,SP,STO AMARO - AV CARLOS OBHERUBER,Tradicional,Sábado,08:00,14:00,AV CARLOS OBHERUBER,123,STO AMARO,ESTRADA DO PARALHEIROS,CAPELA DO SOCORRO,159,70750,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-7e7de095,São Paulo,SP,STO AMARO - RUA ENG TOMAS WHATELY,Tradicional,Sábado,08:00,14:00,RUA ENG TOMAS WHATELY,252,STO AMARO,PROF DELGADO E JACOMIM,SANTO AMARO,16,70424,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-c17a28b2,São Paulo,SP,STO AMARO - RUA JOAQUIM NEVES MONTEIRO,Tradicional,Sábado,08:00,14:00,RUA JOAQUIM NEVES MONTEIRO,228,STO AMARO,TV AV NOSSA SENHORA DO SABARA,SANTO AMARO,87,70742,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-11a01bb3,São Paulo,SP,TATUAPE - RUA ADELINO DE ALMEIDA CASTILHO,Tradicional,Sábado,08:00,14:00,RUA ADELINO DE ALMEIDA CASTILHO,27,TATUAPE,MANOEL AVILA E ARIANA,MOOCA,10,70890,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-220fa9e4,São Paulo,SP,TATUAPE - RUA AREIAO,Tradicional,Sábado,08:00,14:00,RUA AREIAO,56,TATUAPE,RUA ANTONIO DE BARROS,ARICANDUVA I FORMOSA I CARRAO,94,70300,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-f229150e,São Paulo,SP,TIRADENTES COHAB - RUA CORACAO DE MACA,Tradicional,Sábado,08:00,14:00,RUA CORACAO DE MACA,50,TIRADENTES COHAB,CJ HABITACIONAL CASTRO ALVES,CIDADE TIRADENTES,52,71374,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-c99e7041,São Paulo,SP,TREMEMBE - RUA ALMEIDA MERCES,Tradicional,Sábado,08:00,14:00,RUA ALMEIDA MERCES,72,TREMEMBE,TV AV MARIA A LOPES DE AZEVEDO,JACANA / TREMENBE,81,70360,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-a7e89692,São Paulo,SP,VILA ANDRADE - PQ BURLE MARX,Orgânica,Sábado,-,-,PQ BURLE MARX,200,VILA ANDRADE,AV DONA HELENA P DE MORAES 200,CAMPO LIMPO,6,72672,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-58e4d335,São Paulo,SP,VILA ANDRADE - RUA COLANTONIO,Tradicional,Sábado,08:00,14:00,RUA COLANTONIO,314,VILA ANDRADE,-,CAMPO LIMPO,15,72346,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-48af85e8,São Paulo,SP,VILA ANTONIETA - RUA ANTONIO CALDEIRA,Noturna,Sábado,16:00,21:00,RUA ANTONIO CALDEIRA,125,VILA ANTONIETA,-,ARICANDUVA I FORMOSA I CARRAO,15,72729,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-1f3a397f,São Paulo,SP,VILA CARMOSINA - RUA LAGOA FEIA,Tradicional,Sábado,08:00,14:00,RUA LAGOA FEIA,303,VILA CARMOSINA,-,ITAQUERA,15,72656,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-37b62054,São Paulo,SP,VILA GONCALVES - RUA DR JOSE DE QUEIROS MATOSO,Tradicional,Sábado,08:00,14:00,RUA DR JOSE DE QUEIROS MATOSO,719,VILA GONCALVES,COM A RUA SETE BARRAS,FREGUESIA / BRASILANDIA,62,70440,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-407d42e4,São Paulo,SP,VILA JACUI - RUA FLOR DO ESPIRITO SANTO,Tradicional,Sábado,08:00,14:00,RUA FLOR DO ESPIRITO SANTO,10,VILA JACUI,-,SAO MIGUEL PAULISTA,2,78468,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-d0401b2e,São Paulo,SP,VILA JACUI - RUA JOAO FELISBERTO MOREIRA,Tradicional,Sábado,08:00,14:00,RUA JOAO FELISBERTO MOREIRA,12,VILA JACUI,-,SAO MIGUEL PAULISTA,6,79200,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-a984e6a3,São Paulo,SP,VILA NATAL - RUA MARTA MARIA BERNARDES,Tradicional,Sábado,08:00,14:00,RUA MARTA MARIA BERNARDES,-,VILA NATAL,-,CAPELA DO SOCORRO,20,72427,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-0398a5ee,São Paulo,SP,VILA NATALIA - RUA SANTO ANTONIO DE CATEGERO,Tradicional,Sábado,08:00,14:00,RUA SANTO ANTONIO DE CATEGERO,100,VILA NATALIA,ABAST,IPIRANGA,9,74012,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-ef078cf4,São Paulo,SP,VILA NOVA ESPERANCA - RUA CALDAS NOVAS,Tradicional,Sábado,08:00,14:00,RUA CALDAS NOVAS,10,VILA NOVA ESPERANCA,-,PIRITUBA / JARAGUA,5,72400,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-49f148f5,São Paulo,SP,VILA PRINCESA ISABEL - RUA IRMAO DEODORO,Tradicional,Sábado,08:00,14:00,RUA IRMAO DEODORO,100,VILA PRINCESA ISABEL,-,GUAIANASES,8,72354,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-a54a83d6,São Paulo,SP,VILA VARGEM GRANDE - AV PRIMAVERA,Tradicional,Sábado,08:00,14:00,AV PRIMAVERA,S/N,VILA VARGEM GRANDE,-,PARELHEIROS,13,72338,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-d27073be,São Paulo,SP,VL ARAGUAIA - RUA CRUBIXA,Tradicional,Sábado,08:00,14:00,RUA CRUBIXA,40,VL ARAGUAIA,-,PENHA,5,74063,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-eb326cc4,São Paulo,SP,VL BRASILANDIA - RUA HELCIO DA SILVA,Tradicional,Sábado,08:00,14:00,RUA HELCIO DA SILVA,50,VL BRASILANDIA,PROXIMO RUA SANTA TEREZINHA,FREGUESIA / BRASILANDIA,98,70696,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-d62e78d2,São Paulo,SP,VL BRASILANDIA - RUA MARIA NAZARO DA SILVA,Tradicional,Sábado,08:00,14:00,RUA MARIA NAZARO DA SILVA,224,VL BRASILANDIA,PRACA SANTA CLARA DE ASSIS,FREGUESIA / BRASILANDIA,23,70602,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-9fc185de,São Paulo,SP,VL BUENOS AYRES - AV GENTIL BRAGA,Tradicional,Sábado,08:00,14:00,AV GENTIL BRAGA,38,VL BUENOS AYRES,TV AV BUENOS AYRES,PENHA,40,71161,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-b609f16c,São Paulo,SP,VL CARIOCA - RUA ALBINO DE MORAES,Tradicional,Sábado,08:00,14:00,RUA ALBINO DE MORAES,20,VL CARIOCA,AV.JUNTAS PROVISORIAS,IPIRANGA,49,70513,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-0aec4db7,São Paulo,SP,VL CARRAO - RUA FRANCISCA DE PAULA,Tradicional,Sábado,08:00,14:00,RUA FRANCISCA DE PAULA,278,VL CARRAO,TV RUA 19 DE JANEIRO,ARICANDUVA I FORMOSA I CARRAO,80,70394,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-435b61fb,São Paulo,SP,VL CISPER - RUA DO ACAPUZAL,Tradicional,Sábado,08:00,14:00,RUA DO ACAPUZAL,9,VL CISPER,AV OLAVO EGIDIO DE SOUZA ARANH,ERMELINO MATARAZZO,59,72087,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-f995e05e,São Paulo,SP,VL CLEMENTINO - AV JOSE MARIA WITAKER,Tradicional,Sábado,08:00,14:00,AV JOSE MARIA WITAKER,1780,VL CLEMENTINO,ENTRE SENA MADUREIRA,VILA MARIANA,69,70483,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-2c7aa7db,São Paulo,SP,VL CONSTANCA - RUA SEBASTIAO DE FREITAS,Tradicional,Sábado,08:00,14:00,RUA SEBASTIAO DE FREITAS,246,VL CONSTANCA,AV.GUAPIRA ALT.1800,SANTANA / TUCURUVI,16,70467,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-51837b4d,São Paulo,SP,VL CRUZEIRO - RUA MARIA FRANCISCA DO NASCIMENTO,Tradicional,Sábado,08:00,14:00,RUA MARIA FRANCISCA DO NASCIMENTO,125,VL CRUZEIRO,TV ES BARREIRA GRANDE,ARICANDUVA I FORMOSA I CARRAO,40,70882,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-7e30253a,São Paulo,SP,VL DALVA - AV GUSTAVO BERTHIER,Tradicional,Sábado,08:00,14:00,AV GUSTAVO BERTHIER,307,VL DALVA,-,BUTANTA,19,72150,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-f15af9a7,São Paulo,SP,VL DAS BELEZAS - RUA BERNARDINO ESTAZIONE,Tradicional,Sábado,08:00,14:00,RUA BERNARDINO ESTAZIONE,12,VL DAS BELEZAS,TV ES DE ITAPECERICA DA SERRA,M BOI MIRIM,47,70769,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-0a7788b0,São Paulo,SP,VL FORMOSA - AV ANTONIO MANOGRASSO,Tradicional,Sábado,08:00,14:00,AV ANTONIO MANOGRASSO,234,VL FORMOSA,TV DA AV JOAO XXIII,ARICANDUVA I FORMOSA I CARRAO,79,70432,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-461fd791,São Paulo,SP,VL FRIBURGO - AV BERNA,Tradicional,Sábado,08:00,14:00,AV BERNA,228,VL FRIBURGO,N. 1234 ES DO RIO BONITO,CAPELA DO SOCORRO,45,70777,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-0776c226,São Paulo,SP,VL GUARANI - AV DIEDERICHSEN,Tradicional,Sábado,08:00,14:00,AV DIEDERICHSEN,60,VL GUARANI,ESTACAO CONCEICAO DO METRO,JABAQUARA,126,70254,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-561fbfe6,São Paulo,SP,VL GUILHERME - RUA MARIETA DA SILVA,Tradicional,Sábado,08:00,14:00,RUA MARIETA DA SILVA,400,VL GUILHERME,TV RUA CHICO PONTES,V MARIA / VILA GUILHERME,72,70122,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-727eaa26,São Paulo,SP,VL INVERNADA - RUA DOM PEDRO I,Tradicional,Sábado,08:00,14:00,RUA DOM PEDRO I,S/N,VL INVERNADA,TV RUA CAPITAO LORENA,MOOCA,53,70564,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-4abac168,São Paulo,SP,VL LESTE - RUA VALENTIM MAGALHAES,Tradicional,Sábado,08:00,14:00,RUA VALENTIM MAGALHAES,156,VL LESTE,TV RUA DO ORATORIO,MOOCA,47,70092,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-6f52632d,São Paulo,SP,VL MADALENA - RUA MOURATO COELHO,Tradicional,Sábado,08:00,14:00,RUA MOURATO COELHO,1100,VL MADALENA,TV RUA FRADIQUE COUTINHO,PINHEIROS,138,70181,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-230730f0,São Paulo,SP,VL MANGALOT - RUA JOSE ATALIBA ORTIZ,Tradicional,Sábado,08:00,14:00,RUA JOSE ATALIBA ORTIZ,40,VL MANGALOT,IGREJA DO MANGALOT,PIRITUBA / JARAGUA,3,70653,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-ecf00108,São Paulo,SP,VL MARIA - RUA SANTA FE DO SUL,Tradicional,Sábado,08:00,14:00,RUA SANTA FE DO SUL,288,VL MARIA,PRACA MARCELINO MACHADO,V MARIA / VILA GUILHERME,63,70220,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-5f9c12e0,São Paulo,SP,VL MARIA BAIXA - RUA ARARITAGUABA,Tradicional,Sábado,08:00,14:00,RUA ARARITAGUABA,200,VL MARIA BAIXA,AV GUILHERME COTCHING,V MARIA / VILA GUILHERME,123,70130,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-28a7996d,São Paulo,SP,VL MARIANA - RUA FRANCA PINTO,Tradicional,Sábado,08:00,14:00,RUA FRANCA PINTO,1200,VL MARIANA,PROXIMO INSTITUTO BIOLOGICO,VILA MARIANA,69,70068,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-2b3a2b1e,São Paulo,SP,VL MASTROCOLA - RUA PROF BRITO MACHADO,Tradicional,Sábado,08:00,14:00,RUA PROF BRITO MACHADO,196,VL MASTROCOLA,VILA MASTROCOLA,ITAQUERA,19,70874,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-0de7ab95,São Paulo,SP,VL MATILDE - AV MELCHERT,Tradicional,Sábado,08:00,14:00,AV MELCHERT,1515,VL MATILDE,RUA DONA MATILDE,PENHA,65,70335,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-6bb9f676,São Paulo,SP,VL MIRANTE - RUA POVOADO DO RIO NOVO,Tradicional,Sábado,08:00,14:00,RUA POVOADO DO RIO NOVO,100,VL MIRANTE,TV AV MIGUEL DE CASTRO 1779,PIRITUBA / JARAGUA,60,70610,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
